,id,date,store_nbr,family,sales,onpromotion
2305345,2305345,2016-07-20,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
1103616,1103616,2014-09-13,24,PRODUCE,3965.242,0
1104667,1104667,2014-09-13,53,PERSONAL CARE,136.0,0
2666446,2666446,2017-02-09,25,GROCERY II,18.0,1
1565777,1565777,2015-05-31,41,PET SUPPLIES,0.0,0
1888272,1888272,2015-11-28,40,GROCERY I,4211.0,5
463553,463553,2013-09-18,16,BEAUTY,0.0,0
2591158,2591158,2016-12-29,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
1759511,1759511,2015-09-17,28,HOME APPLIANCES,0.0,0
2275516,2275516,2016-07-03,7,BABY CARE,0.0,0
1844103,1844103,2015-11-03,50,PRODUCE,3195.02,0
1249236,1249236,2014-12-04,10,LINGERIE,7.0,0
2613847,2613847,2017-01-10,49,HOME AND KITCHEN II,27.0,1
867056,867056,2014-05-03,37,HARDWARE,3.0,0
2639675,2639675,2017-01-25,24,BREAD/BAKERY,799.762,16
2631085,2631085,2017-01-20,32,POULTRY,69.118,9
340711,340711,2013-07-11,19,LADIESWEAR,0.0,0
134445,134445,2013-03-17,31,BEVERAGES,896.0,0
601256,601256,2013-12-04,29,PREPARED FOODS,0.0,0
2608870,2608870,2017-01-08,1,"LIQUOR,WINE,BEER",37.0,2
387037,387037,2013-08-06,19,GROCERY II,4.0,0
264885,264885,2013-05-29,40,PLAYERS AND ELECTRONICS,0.0,0
2816187,2816187,2017-05-04,27,AUTOMOTIVE,5.0,0
1496305,1496305,2015-04-22,42,LADIESWEAR,0.0,0
147365,147365,2013-03-24,43,LAWN AND GARDEN,0.0,0
2924082,2924082,2017-07-03,53,HOME CARE,222.0,13
1628003,1628003,2015-07-05,38,HARDWARE,4.0,0
1170226,1170226,2014-10-20,43,GROCERY II,1.0,0
2394185,2394185,2016-09-08,36,BEAUTY,1.0,0
727539,727539,2014-02-14,22,LINGERIE,0.0,0
2820258,2820258,2017-05-06,40,GROCERY I,6848.0,44
1724813,1724813,2015-08-28,54,BEAUTY,1.0,0
1181168,1181168,2014-10-26,5,SEAFOOD,16.512001,0
380752,380752,2013-08-02,41,SCHOOL AND OFFICE SUPPLIES,0.0,0
2998750,2998750,2017-08-14,49,CLEANING,1774.0,14
780067,780067,2014-03-15,46,GROCERY II,36.0,0
158415,158415,2013-03-30,53,HOME AND KITCHEN I,0.0,0
308994,308994,2013-06-23,29,HOME AND KITCHEN I,0.0,0
2425689,2425689,2016-09-26,2,MEATS,329.021,1
1615313,1615313,2015-06-28,31,PREPARED FOODS,123.0,0
1277026,1277026,2014-12-19,4,PERSONAL CARE,178.0,0
97203,97203,2013-02-24,36,HOME CARE,0.0,0
2784456,2784456,2017-04-16,36,HOME AND KITCHEN I,37.0,1
1659418,1659418,2015-07-23,2,GROCERY II,31.0,0
2488708,2488708,2016-10-31,38,GROCERY II,9.0,0
364708,364708,2013-07-24,41,PERSONAL CARE,108.0,0
1083577,1083577,2014-09-02,12,"LIQUOR,WINE,BEER",24.0,0
2758861,2758861,2017-04-02,18,POULTRY,294.294,0
2231269,2231269,2016-06-09,15,CLEANING,862.0,18
1185682,1185682,2014-10-29,27,PERSONAL CARE,175.0,3
1370019,1370019,2015-02-10,49,MEATS,581.536,1
901066,901066,2014-05-22,41,BABY CARE,0.0,0
2699177,2699177,2017-02-27,43,DAIRY,567.0,13
1721150,1721150,2015-08-26,51,BEAUTY,4.0,0
1990519,1990519,2016-01-26,1,PERSONAL CARE,160.0,0
109641,109641,2013-03-03,35,HOME AND KITCHEN I,0.0,0
2374456,2374456,2016-08-28,32,CLEANING,496.0,16
344506,344506,2013-07-13,25,LADIESWEAR,0.0,0
2004766,2004766,2016-02-03,1,HOME AND KITCHEN II,28.0,2
85495,85495,2013-02-17,8,PERSONAL CARE,318.0,0
1827886,1827886,2015-10-25,46,HOME AND KITCHEN II,372.0,2
886989,886989,2014-05-14,46,HOME AND KITCHEN I,0.0,0
130857,130857,2013-03-15,30,GROCERY I,1385.0,0
630854,630854,2013-12-21,1,PET SUPPLIES,0.0,0
724338,724338,2014-02-12,32,LINGERIE,1.0,0
2404583,2404583,2016-09-14,28,BREAD/BAKERY,500.0,9
1845664,1845664,2015-11-04,45,CLEANING,2593.0,3
318478,318478,2013-06-28,44,POULTRY,571.456,0
209947,209947,2013-04-28,5,BABY CARE,0.0,0
74229,74229,2013-02-11,41,GROCERY I,1000.0,0
2024768,2024768,2016-02-14,20,LAWN AND GARDEN,7.0,0
2528077,2528077,2016-11-22,42,GROCERY II,10.0,0
2250914,2250914,2016-06-20,16,HOME APPLIANCES,0.0,0
2552025,2552025,2016-12-06,15,BEVERAGES,1911.0,56
2551685,2551685,2016-12-05,54,PET SUPPLIES,0.0,0
629139,629139,2013-12-20,11,PLAYERS AND ELECTRONICS,0.0,0
2720601,2720601,2017-03-11,44,HOME AND KITCHEN I,105.0,0
61164,61164,2013-02-04,25,HOME AND KITCHEN I,0.0,0
1551641,1551641,2015-05-23,45,HARDWARE,0.0,0
2051050,2051050,2016-02-28,9,BABY CARE,1.0,0
1633247,1633247,2015-07-08,35,FROZEN FOODS,31.0,0
176832,176832,2013-04-10,20,HOME CARE,0.0,0
714518,714518,2014-02-06,8,BEAUTY,5.0,0
201004,201004,2013-04-23,49,BABY CARE,0.0,0
2214122,2214122,2016-05-30,33,LAWN AND GARDEN,0.0,0
2041765,2041765,2016-02-23,47,"LIQUOR,WINE,BEER",104.0,0
1903019,1903019,2015-12-06,54,DAIRY,379.0,1
2307100,2307100,2016-07-21,42,BOOKS,0.0,0
2687803,2687803,2017-02-21,24,LADIESWEAR,6.0,0
350033,350033,2013-07-16,30,BEAUTY,0.0,0
1839956,1839956,2015-11-01,35,DAIRY,230.0,0
1853174,1853174,2015-11-08,6,PET SUPPLIES,16.0,0
147796,147796,2013-03-24,6,"LIQUOR,WINE,BEER",0.0,0
1902473,1902473,2015-12-06,39,MAGAZINES,4.0,0
341922,341922,2013-07-11,52,DELI,0.0,0
2078939,2078939,2016-03-15,40,BREAD/BAKERY,365.0,4
553408,553408,2013-11-07,36,SCHOOL AND OFFICE SUPPLIES,0.0,0
1689605,1689605,2015-08-09,17,BREAD/BAKERY,187.0,30
2124690,2124690,2016-04-10,24,HOME CARE,232.0,0
1343383,1343383,2015-01-26,51,LADIESWEAR,0.0,0
816788,816788,2014-04-05,27,BREAD/BAKERY,450.034,0
2407256,2407256,2016-09-15,52,BREAD/BAKERY,0.0,0
1055885,1055885,2014-08-17,35,HOME APPLIANCES,0.0,0
1761109,1761109,2015-09-18,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
2253680,2253680,2016-06-21,43,FROZEN FOODS,27.0,1
339538,339538,2013-07-10,36,BABY CARE,0.0,0
1435500,1435500,2015-03-19,37,AUTOMOTIVE,0.0,0
1449121,1449121,2015-03-27,19,PERSONAL CARE,116.0,0
200759,200759,2013-04-23,41,LAWN AND GARDEN,2.0,0
2731779,2731779,2017-03-17,9,CELEBRATION,20.0,0
1983048,1983048,2016-01-21,5,GROCERY I,2309.0,1
2963888,2963888,2017-07-26,20,PET SUPPLIES,2.0,0
1712351,1712351,2015-08-21,54,HARDWARE,1.0,0
2460554,2460554,2016-10-15,48,DAIRY,1822.0,10
1288847,1288847,2014-12-27,21,SEAFOOD,0.0,0
2426105,2426105,2016-09-26,31,FROZEN FOODS,57.55,3
528730,528730,2013-10-24,44,BOOKS,0.0,0
1477911,1477911,2015-04-12,27,CELEBRATION,0.0,0
2020585,2020585,2016-02-11,52,POULTRY,0.0,0
1545827,1545827,2015-05-20,32,DAIRY,140.0,1
2184991,2184991,2016-05-14,16,POULTRY,98.591995,1
1149393,1149393,2014-10-09,1,BEVERAGES,1827.0,1
2650786,2650786,2017-01-31,35,POULTRY,82.051,0
1114646,1114646,2014-09-19,34,BREAD/BAKERY,913.0,7
587764,587764,2013-11-26,50,BABY CARE,0.0,0
666359,666359,2014-01-10,6,MAGAZINES,0.0,0
2874631,2874631,2017-06-06,17,BABY CARE,0.0,0
2333063,2333063,2016-08-05,20,PREPARED FOODS,71.639,1
855674,855674,2014-04-27,18,HOME APPLIANCES,0.0,0
1877902,1877902,2015-11-22,5,BOOKS,0.0,0
1998436,1998436,2016-01-30,31,"LIQUOR,WINE,BEER",20.0,0
1128634,1128634,2014-09-27,27,BABY CARE,0.0,0
1392554,1392554,2015-02-23,31,LAWN AND GARDEN,0.0,0
1928195,1928195,2015-12-21,11,BREAD/BAKERY,598.0,0
1297005,1297005,2014-12-31,50,CELEBRATION,19.0,0
1918993,1918993,2015-12-15,52,EGGS,0.0,0
465744,465744,2013-09-19,27,HOME AND KITCHEN I,0.0,0
226751,226751,2013-05-08,21,DAIRY,0.0,0
485643,485643,2013-09-30,35,HOME AND KITCHEN I,0.0,0
2667857,2667857,2017-02-10,15,BREAD/BAKERY,248.0,10
1557088,1557088,2015-05-26,48,HOME AND KITCHEN II,13.0,0
2366322,2366322,2016-08-23,53,MEATS,232.873,0
4172,4172,2013-01-03,26,HARDWARE,0.0,0
216470,216470,2013-05-02,32,MAGAZINES,0.0,0
1507930,1507930,2015-04-29,19,POULTRY,49.669,1
528029,528029,2013-10-24,24,PREPARED FOODS,103.031,0
2368946,2368946,2016-08-25,28,DAIRY,504.0,3
551477,551477,2013-11-06,32,HARDWARE,1.0,0
934121,934121,2014-06-10,19,MAGAZINES,0.0,0
919149,919149,2014-06-01,49,AUTOMOTIVE,8.0,0
708581,708581,2014-02-03,40,BREAD/BAKERY,399.0,0
2262694,2262694,2016-06-26,46,HOME AND KITCHEN II,59.0,3
1605942,1605942,2015-06-23,19,PRODUCE,508.277,66
2126534,2126534,2016-04-11,26,HARDWARE,0.0,0
2106935,2106935,2016-03-31,26,HOME APPLIANCES,0.0,0
1958006,1958006,2016-01-07,47,HOME APPLIANCES,4.0,0
2715583,2715583,2017-03-08,53,GROCERY II,18.0,0
605225,605225,2013-12-06,40,BREAD/BAKERY,191.0,0
1093337,1093337,2014-09-07,36,HARDWARE,1.0,0
541838,541838,2013-11-01,12,FROZEN FOODS,14.0,0
2248161,2248161,2016-06-18,39,BEVERAGES,3754.0,7
1193757,1193757,2014-11-02,53,HOME AND KITCHEN I,16.0,0
779947,779947,2014-03-15,42,PERSONAL CARE,0.0,0
480398,480398,2013-09-27,38,HOME APPLIANCES,0.0,0
1550498,1550498,2015-05-23,13,PET SUPPLIES,0.0,0
1352976,1352976,2015-02-01,21,DELI,0.0,0
29612,29612,2013-01-17,4,FROZEN FOODS,49.025,0
2804121,2804121,2017-04-27,38,GROCERY I,2490.0,86
2169598,2169598,2016-05-05,34,GROCERY II,3.0,0
2493119,2493119,2016-11-03,12,BEAUTY,0.0,0
2566213,2566213,2016-12-14,13,BABY CARE,0.0,0
357285,357285,2013-07-20,33,PLAYERS AND ELECTRONICS,0.0,0
2988733,2988733,2017-08-09,18,"LIQUOR,WINE,BEER",63.0,3
318,318,2013-01-01,18,LINGERIE,0.0,0
1102242,1102242,2014-09-12,36,DELI,123.456,0
2476267,2476267,2016-10-24,39,GROCERY II,79.0,0
1475944,1475944,2015-04-11,21,LADIESWEAR,0.0,0
1989908,1989908,2016-01-25,42,DAIRY,664.0,0
108100,108100,2013-03-02,41,PERSONAL CARE,229.0,0
1177131,1177131,2014-10-24,37,LINGERIE,2.0,0
2290056,2290056,2016-07-12,14,LINGERIE,3.0,0
2808917,2808917,2017-04-30,22,MAGAZINES,8.0,0
1624770,1624770,2015-07-03,47,HOME AND KITCHEN I,54.0,0
2172205,2172205,2016-05-06,8,GROCERY II,73.0,0
1453938,1453938,2015-03-29,53,MEATS,226.166,0
2728526,2728526,2017-03-16,17,LAWN AND GARDEN,0.0,0
2879643,2879643,2017-06-08,7,PRODUCE,4182.979,0
1155035,1155035,2014-10-12,18,BEAUTY,7.0,0
1618271,1618271,2015-06-30,15,HOME APPLIANCES,0.0,0
2338290,2338290,2016-08-08,18,DELI,191.353,5
164863,164863,2013-04-03,34,POULTRY,113.922,0
2382237,2382237,2016-09-01,50,AUTOMOTIVE,5.0,0
470613,470613,2013-09-22,14,AUTOMOTIVE,1.0,0
1672258,1672258,2015-07-30,3,HOME AND KITCHEN II,26.0,0
1043075,1043075,2014-08-10,26,FROZEN FOODS,33.774,1
2146673,2146673,2016-04-22,40,MAGAZINES,2.0,0
2497706,2497706,2016-11-05,40,BEAUTY,2.0,1
1680438,1680438,2015-08-04,1,GROCERY I,3100.0,6
2563208,2563208,2016-12-12,28,SEAFOOD,4.0,0
1549527,1549527,2015-05-22,36,GROCERY I,2063.389,3
193913,193913,2013-04-19,5,BREAD/BAKERY,314.45898,0
760433,760433,2014-03-04,45,HARDWARE,0.0,0
2570115,2570115,2016-12-16,22,DELI,174.0,41
2850851,2850851,2017-05-23,49,HARDWARE,2.0,0
1583566,1583566,2015-06-10,40,POULTRY,161.679,0
1008015,1008015,2014-07-21,41,PRODUCE,1565.215,4
2584748,2584748,2016-12-24,32,MAGAZINES,0.0,0
698268,698268,2014-01-28,50,LINGERIE,4.0,0
1588441,1588441,2015-06-13,28,LADIESWEAR,0.0,0
1210166,1210166,2014-11-12,14,MAGAZINES,0.0,0
2045517,2045517,2016-02-25,52,GROCERY I,0.0,0
489951,489951,2013-10-02,7,AUTOMOTIVE,2.0,0
2755327,2755327,2017-03-31,19,PERSONAL CARE,278.0,14
1736812,1736812,2015-09-04,40,"LIQUOR,WINE,BEER",53.0,1
1557117,1557117,2015-05-26,49,GROCERY I,5361.0,6
2397791,2397791,2016-09-10,37,FROZEN FOODS,130.054,0
443401,443401,2013-09-06,5,GROCERY II,27.0,0
991609,991609,2014-07-12,31,PERSONAL CARE,272.0,0
1792838,1792838,2015-10-06,13,HARDWARE,0.0,0
617367,617367,2013-12-13,31,BEVERAGES,840.0,0
372781,372781,2013-07-29,19,GROCERY II,5.0,0
1749958,1749958,2015-09-12,10,BABY CARE,0.0,0
1516424,1516424,2015-05-03,8,DAIRY,1789.0,1
1013968,1013968,2014-07-25,1,EGGS,145.0,26
2862766,2862766,2017-05-30,33,HOME AND KITCHEN II,24.0,3
8114,8114,2013-01-05,36,PREPARED FOODS,0.0,0
1064449,1064449,2014-08-22,26,BABY CARE,0.0,0
608310,608310,2013-12-08,27,LINGERIE,7.0,0
862264,862264,2014-04-30,52,CLEANING,0.0,0
1377092,1377092,2015-02-14,48,BEAUTY,13.0,1
836892,836892,2014-04-16,40,GROCERY I,3201.0,0
1952585,1952585,2016-01-04,45,DAIRY,2888.0,17
1429822,1429822,2015-03-16,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
2216973,2216973,2016-06-01,14,AUTOMOTIVE,4.0,0
2686350,2686350,2017-02-20,33,HOME CARE,223.0,8
998888,998888,2014-07-16,36,FROZEN FOODS,38.0,0
422012,422012,2013-08-25,5,DAIRY,335.0,0
1744694,1744694,2015-09-09,12,HOME APPLIANCES,0.0,0
2685614,2685614,2017-02-20,13,DAIRY,291.0,5
2457111,2457111,2016-10-13,50,PRODUCE,1512.652,30
1664187,1664187,2015-07-25,52,PRODUCE,0.0,0
2800263,2800263,2017-04-25,3,HOME AND KITCHEN I,30.0,2
78973,78973,2013-02-14,25,BOOKS,0.0,0
715575,715575,2014-02-07,37,BEVERAGES,1122.0,0
1606150,1606150,2015-06-23,25,CLEANING,267.0,4
2005900,2005900,2016-02-03,40,POULTRY,176.884,0
1518775,1518775,2015-05-05,23,HOME AND KITCHEN II,2.0,0
978675,978675,2014-07-05,19,PLAYERS AND ELECTRONICS,5.0,0
2109650,2109650,2016-04-01,51,PET SUPPLIES,15.0,0
2228685,2228685,2016-06-07,41,PRODUCE,1373.95,1
2470773,2470773,2016-10-21,34,PRODUCE,503.889,4
803908,803908,2014-03-29,15,POULTRY,149.973,0
2399996,2399996,2016-09-11,49,BREAD/BAKERY,2004.24,12
496987,496987,2013-10-06,53,CLEANING,0.0,0
1273320,1273320,2014-12-17,36,HOME AND KITCHEN I,21.0,0
2909775,2909775,2017-06-25,52,AUTOMOTIVE,22.0,2
1502759,1502759,2015-04-26,24,BREAD/BAKERY,639.85,3
1208004,1208004,2014-11-10,53,CELEBRATION,11.0,0
1631169,1631169,2015-07-07,27,GROCERY I,3133.0,7
1635817,1635817,2015-07-09,8,CLEANING,1181.0,4
757389,757389,2014-03-03,10,CELEBRATION,11.0,0
1703987,1703987,2015-08-17,2,SEAFOOD,18.104,0
829347,829347,2014-04-12,29,MEATS,0.0,0
2720875,2720875,2017-03-11,51,PERSONAL CARE,377.0,4
2458303,2458303,2016-10-14,35,BABY CARE,1.0,0
309234,309234,2013-06-23,35,MEATS,131.919,0
1156298,1156298,2014-10-12,52,FROZEN FOODS,0.0,0
748879,748879,2014-02-26,21,EGGS,0.0,0
2113619,2113619,2016-04-04,14,BEAUTY,3.0,0
2725165,2725165,2017-03-14,22,PERSONAL CARE,133.0,9
1366453,1366453,2015-02-08,49,"LIQUOR,WINE,BEER",0.0,0
1358213,1358213,2015-02-04,18,SEAFOOD,1.0,0
1828514,1828514,2015-10-26,14,HOME APPLIANCES,0.0,0
1480640,1480640,2015-04-13,52,PREPARED FOODS,0.0,0
2013565,2013565,2016-02-07,7,BOOKS,0.0,0
879071,879071,2014-05-10,24,HOME APPLIANCES,0.0,0
2125339,2125339,2016-04-10,42,CLEANING,954.0,3
462190,462190,2013-09-17,27,PERSONAL CARE,141.0,0
96963,96963,2013-02-24,3,DELI,522.478,0
659974,659974,2014-01-07,27,CLEANING,610.0,0
1237112,1237112,2014-11-27,20,DAIRY,0.0,0
2136460,2136460,2016-04-16,54,CLEANING,1150.0,1
2677390,2677390,2017-02-15,32,BABY CARE,0.0,0
1947425,1947425,2016-01-01,5,PREPARED FOODS,0.0,0
2104914,2104914,2016-03-30,2,DELI,195.802,0
1135804,1135804,2014-10-01,28,EGGS,172.0,0
1743648,1743648,2015-09-08,32,PLAYERS AND ELECTRONICS,1.0,0
2818503,2818503,2017-05-05,41,CELEBRATION,11.0,0
2611962,2611962,2017-01-09,46,GROCERY I,9292.0,76
456364,456364,2013-09-14,14,CLEANING,1544.0,0
703911,703911,2014-02-01,1,LINGERIE,1.0,0
1471454,1471454,2015-04-08,45,HOME APPLIANCES,1.0,0
1305149,1305149,2015-01-05,29,SEAFOOD,0.0,0
2646921,2646921,2017-01-29,27,MEATS,365.917,0
965386,965386,2014-06-27,46,BOOKS,0.0,0
1964876,1964876,2016-01-11,4,MAGAZINES,8.0,0
720388,720388,2014-02-10,21,SCHOOL AND OFFICE SUPPLIES,0.0,0
1449159,1449159,2015-03-27,2,PRODUCE,7.0,0
2881009,2881009,2017-06-09,45,EGGS,432.0,31
1363901,1363901,2015-02-07,28,FROZEN FOODS,109.045,2
2942900,2942900,2017-07-14,31,PET SUPPLIES,3.0,0
1353831,1353831,2015-02-01,45,CELEBRATION,0.0,0
2777828,2777828,2017-04-12,5,LAWN AND GARDEN,10.0,5
2494691,2494691,2016-11-03,6,MAGAZINES,7.0,0
1622343,1622343,2015-07-02,29,PRODUCE,926.318,0
2759492,2759492,2017-04-02,35,SEAFOOD,3.0,0
2932289,2932289,2017-07-08,34,DAIRY,875.0,30
2862522,2862522,2017-05-30,27,BEVERAGES,2877.0,27
212495,212495,2013-04-30,21,DAIRY,0.0,0
661056,661056,2014-01-07,8,AUTOMOTIVE,1.0,0
1838400,1838400,2015-10-31,41,BEVERAGES,2243.0,11
441467,441467,2013-09-05,45,PET SUPPLIES,0.0,0
2981336,2981336,2017-08-05,10,HOME APPLIANCES,0.0,0
2432341,2432341,2016-09-29,7,EGGS,197.0,2
441288,441288,2013-09-05,40,GROCERY I,2858.0,0
15169,15169,2013-01-09,34,"LIQUOR,WINE,BEER",80.0,0
971868,971868,2014-07-01,28,HOME CARE,344.0,0
1801362,1801362,2015-10-10,51,MEATS,570.743,0
1730740,1730740,2015-09-01,20,"LIQUOR,WINE,BEER",21.0,0
1176054,1176054,2014-10-23,8,AUTOMOTIVE,2.0,0
1013988,1013988,2014-07-25,1,PRODUCE,2204.081,0
2378479,2378479,2016-08-30,45,BOOKS,0.0,0
1794501,1794501,2015-10-07,1,PLAYERS AND ELECTRONICS,14.0,0
2385641,2385641,2016-09-03,46,BREAD/BAKERY,1402.0,11
2388592,2388592,2016-09-05,29,LADIESWEAR,0.0,0
2423784,2423784,2016-09-25,17,AUTOMOTIVE,9.0,0
2184375,2184375,2016-05-13,49,CELEBRATION,55.0,0
213087,213087,2013-04-30,38,CELEBRATION,0.0,0
1671579,1671579,2015-07-30,10,PRODUCE,167.886,0
2030259,2030259,2016-02-17,25,AUTOMOTIVE,5.0,0
2456641,2456641,2016-10-13,38,"LIQUOR,WINE,BEER",43.0,0
533735,533735,2013-10-27,34,PET SUPPLIES,0.0,0
1405355,1405355,2015-03-02,40,HOME APPLIANCES,0.0,0
2995793,2995793,2017-08-13,16,LAWN AND GARDEN,0.0,0
2215848,2215848,2016-05-31,31,PRODUCE,2199.59,110
2600959,2600959,2017-01-03,37,SCHOOL AND OFFICE SUPPLIES,1.0,0
2881697,2881697,2017-06-10,15,BREAD/BAKERY,214.0,0
10883,10883,2013-01-07,14,PET SUPPLIES,0.0,0
2314288,2314288,2016-07-25,43,SCHOOL AND OFFICE SUPPLIES,0.0,0
2413408,2413408,2016-09-19,25,LADIESWEAR,0.0,0
1781046,1781046,2015-09-29,32,BEVERAGES,643.0,10
1324142,1324142,2015-01-16,12,HOME APPLIANCES,1.0,0
2367492,2367492,2016-08-24,37,CELEBRATION,12.0,0
19053,19053,2013-01-11,43,GROCERY I,1699.0,0
1194127,1194127,2014-11-03,14,"LIQUOR,WINE,BEER",24.0,0
388977,388977,2013-08-07,23,CELEBRATION,0.0,0
2591677,2591677,2016-12-29,27,"LIQUOR,WINE,BEER",213.0,4
2923299,2923299,2017-07-03,31,PLAYERS AND ELECTRONICS,7.0,0
1012610,1012610,2014-07-24,21,BREAD/BAKERY,0.0,0
403460,403460,2013-08-15,3,BEAUTY,5.0,0
761219,761219,2014-03-05,18,DAIRY,554.0,0
1088723,1088723,2014-09-04,7,LAWN AND GARDEN,6.0,0
1783197,1783197,2015-09-30,42,DELI,158.387,0
925018,925018,2014-06-05,13,POULTRY,162.08,14
461945,461945,2013-09-17,20,FROZEN FOODS,0.0,0
6935,6935,2013-01-04,53,BREAD/BAKERY,0.0,0
179667,179667,2013-04-11,5,HOME AND KITCHEN I,0.0,0
2757410,2757410,2017-04-01,27,PREPARED FOODS,150.49,1
1055943,1055943,2014-08-17,37,DELI,77.267,0
1083053,1083053,2014-09-01,47,PET SUPPLIES,14.0,0
1437091,1437091,2015-03-20,31,CLEANING,1190.0,2
1652293,1652293,2015-07-19,2,HOME AND KITCHEN II,11.0,0
1737843,1737843,2015-09-05,2,PRODUCE,2895.937,0
1598970,1598970,2015-06-19,23,LINGERIE,3.0,0
1080758,1080758,2014-08-31,33,DAIRY,776.0,0
2220832,2220832,2016-06-03,21,SCHOOL AND OFFICE SUPPLIES,0.0,0
918125,918125,2014-06-01,2,SEAFOOD,38.642,0
866075,866075,2014-05-03,1,MAGAZINES,0.0,0
2705799,2705799,2017-03-03,29,PRODUCE,1105.946,7
1836622,1836622,2015-10-30,41,CLEANING,811.0,1
1863597,1863597,2015-11-14,48,LINGERIE,9.0,0
1462170,1462170,2015-04-03,35,CELEBRATION,0.0,0
2497143,2497143,2016-11-05,25,AUTOMOTIVE,6.0,0
1754497,1754497,2015-09-14,37,LADIESWEAR,20.0,0
783205,783205,2014-03-17,34,HOME AND KITCHEN II,30.0,0
1584365,1584365,2015-06-11,14,BEAUTY,0.0,0
125428,125428,2013-03-12,28,POULTRY,98.281,0
2548792,2548792,2016-12-04,24,BOOKS,4.0,0
1442574,1442574,2015-03-23,35,GROCERY I,1902.0,9
22506,22506,2013-01-13,40,AUTOMOTIVE,4.0,0
1519176,1519176,2015-05-05,34,LINGERIE,7.0,0
2455176,2455176,2016-10-12,47,DELI,389.376,1
1911341,1911341,2015-12-11,38,HARDWARE,0.0,0
2120996,2120996,2016-04-08,20,LAWN AND GARDEN,5.0,0
1728673,1728673,2015-08-31,13,BABY CARE,0.0,0
1898029,1898029,2015-12-04,15,BABY CARE,0.0,0
257394,257394,2013-05-25,30,PLAYERS AND ELECTRONICS,0.0,0
2420447,2420447,2016-09-23,22,PREPARED FOODS,41.0,1
215329,215329,2013-05-01,50,BOOKS,0.0,0
330692,330692,2013-07-05,37,SEAFOOD,18.421,0
1234897,1234897,2014-11-25,9,BOOKS,0.0,0
2255609,2255609,2016-06-22,47,PET SUPPLIES,18.0,1
1956100,1956100,2016-01-06,43,PERSONAL CARE,253.0,1
1246941,1246941,2014-12-02,46,BEVERAGES,5336.0,8
2863194,2863194,2017-05-30,45,HOME AND KITCHEN I,34.0,0
114661,114661,2013-03-06,26,LADIESWEAR,0.0,0
2162770,2162770,2016-05-01,42,HOME AND KITCHEN II,36.0,1
2005291,2005291,2016-02-03,24,GROCERY II,27.0,0
2170921,2170921,2016-05-06,21,HOME AND KITCHEN II,10.0,1
1093194,1093194,2014-09-07,32,BEVERAGES,1006.0,3
2655538,2655538,2017-02-03,19,POULTRY,97.075,13
433859,433859,2013-09-01,32,DAIRY,87.0,0
1896762,1896762,2015-12-03,29,LINGERIE,6.0,0
1251270,1251270,2014-12-05,18,DELI,147.407,0
1681515,1681515,2015-08-04,4,AUTOMOTIVE,2.0,0
585043,585043,2013-11-25,24,LADIESWEAR,0.0,0
1198970,1198970,2014-11-05,5,HARDWARE,1.0,0
2323192,2323192,2016-07-30,43,PERSONAL CARE,375.0,9
1990789,1990789,2016-01-26,17,SCHOOL AND OFFICE SUPPLIES,0.0,0
1663972,1663972,2015-07-25,47,GROCERY II,58.0,0
1568070,1568070,2015-06-01,7,DELI,187.712,0
228996,228996,2013-05-09,34,DELI,198.543,0
200755,200755,2013-04-23,41,HOME AND KITCHEN II,0.0,0
1652423,1652423,2015-07-19,23,HARDWARE,0.0,0
1325101,1325101,2015-01-16,39,LADIESWEAR,0.0,0
1958953,1958953,2016-01-08,24,CLEANING,1263.0,0
1888772,1888772,2015-11-28,54,HOME APPLIANCES,1.0,0
810312,810312,2014-04-01,44,PRODUCE,5.0,0
719339,719339,2014-02-09,42,BREAD/BAKERY,0.0,0
1321892,1321892,2015-01-14,49,FROZEN FOODS,285.74,3
2886774,2886774,2017-06-12,8,AUTOMOTIVE,8.0,0
1901554,1901554,2015-12-06,13,POULTRY,141.548,0
85336,85336,2013-02-17,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
999287,999287,2014-07-16,47,HARDWARE,0.0,0
2831433,2831433,2017-05-12,54,AUTOMOTIVE,2.0,0
2025145,2025145,2016-02-14,31,BABY CARE,0.0,0
1992556,1992556,2016-01-27,17,HOME AND KITCHEN II,34.0,0
249559,249559,2013-05-21,11,GROCERY II,17.0,0
443148,443148,2013-09-06,42,MEATS,0.0,0
2111589,2111589,2016-04-02,7,HOME CARE,288.0,0
1367454,1367454,2015-02-09,28,AUTOMOTIVE,6.0,0
2250123,2250123,2016-06-19,43,HOME CARE,186.0,3
604692,604692,2013-12-06,26,AUTOMOTIVE,4.0,0
2953036,2953036,2017-07-20,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
154548,154548,2013-03-28,45,DELI,347.12,0
345019,345019,2013-07-13,4,BOOKS,0.0,0
2850183,2850183,2017-05-23,30,CELEBRATION,1.0,0
1012040,1012040,2014-07-23,54,PREPARED FOODS,64.0,0
595217,595217,2013-12-01,1,PREPARED FOODS,42.864998,0
2983496,2983496,2017-08-06,20,SEAFOOD,31.557999,0
93783,93783,2013-02-22,4,PRODUCE,0.0,0
2104238,2104238,2016-03-29,5,PET SUPPLIES,3.0,0
